3043193436806421986837105369098872315919347730802510589637140896288197139641913947628305674491977392620227247864851628359165124778340428126648578897952746221610859270731039958030019083280415612789695450515456733355174328390646832275118669309951074398620355554242046409914925622487180767368466092068514060734822585702761403469361273683439103753029459602344330612499049631554282167242722718438278396425242128745828865948306525846433309249087782742379441674452683175800380744293039519580528285148346403223957541327987633189076023868039722823015050725398496259729512949310394490619612134037023564903631061594416119831113	25323581979005082808670658098940265170506304106845153624880771119888730865558077415410883894046059929234317349501909542510924545988767957470375255782433163659839767459184150169484520324365276163427237315160023551057632951766304551347446527302740469037576622536420506591031061563243840869773978070635724053410930732452959666813886479202444911027515034926551069354445900264668661307592307829313841955535040866714651253715831442476750116473454114453023082949606267587254471326877242583394260170970531066229868532770755047529728172883427564428660305145637519475900848805663111616688561131303999385493166270057436333510551
8913244750897107556069521281606832268889269353331844259994649062114805990168088693501801938145819139276016440371616982472693765043776485436713810771643417361913912757508244602720786536415998635315329093877084138720553771670802698036806973079946619625611687049555322886122122170515822714246675467753117478265009370074695443010491962099653650169127141257441202738018406158171862783330746453467783485820687650323534250545887926045262562412921979797431456101925007848402132756803448028354117986512613040437689252907040962627466734166861236562139181316535638823856284188520684514688357992480417973180720025233254726673015	10043673281147957058277906158770773275934590572294033697144373433937459840306718240279409435951796678197883395248252593202659498872974379946422956414398539791187130306187528045898428945171680561042120289186985844529110826996312210759509081714048729619191026749704425395878763024415088375340306972306142770563784096536189577488769134171897925815664053713132119170327881305863653663936556229553708954729688267729498850302305384907916772648562020178502309844264315476063573230943387387787143877460876573542681380809442482636620553829851892940693639793200082715743745267414687791851857989639334762815220794888433906287658
14326829358951990801462481355238031619751714925404763477118045021684873873625932669339316243857464183666977691338761192712190227333251421555641171013632241771397506455996294449284170532272970272263764924390970624997703466631228386730176900427681679766999295100325913448399253375803999304147591718551838902737604414466913221894054634219023196438270955695793874334567105018062327098009993270511142617869028809978820505829279825710894227844324592408376619263100679326454768209069470318485558004643081323260649687680207660577728960351755925650367502948405686137957176723526363299469869267682414047901710055158292577972729	9104873187054508377108841279836885811936905596645820948158009965613525212551986876768352346790383043792314592268893106473641019201763202282542677588272287644108975459901534503172671125477152125487853208587986777184548010234089061849840447045371771873844819388347755296559823585119678492462318703146984478107762596317470168955150925178596960380590849267902145096485597683275047365518165706328729982376045133369313047545855131389592068047942616891987533243883470801008326652767090317638882807456783054706544754308261764613810399213900521268310136606922646461846794852598540658970235648137487024878967432596677768222097
21862223948289290469676575777195468358521373116831201400149508535698097402773034819539981659465408817553016295935981882061643523117637574468799399138269324736781326788788014279958986968622174015914721651074817513718891121502881521064052487616470219383298668219508378258225966450807632246946171365546812231886866415904061913100452427443035784030146676386862201321490781244573852282221549876546855614291096572510106398472416874333777517712155376082734647184642625241976032664988312961683424256798847073482734741970753289960095515667625277230705485242193775041119702574938059809966614305799486492029991226853988131860103	11656440767957046335188175023145425721331076187440443994868781866791349674329533064081452208835183049468805395924500045475646327241668145923470276124668761180894752348976075691002844206591020225364177365032560295699014340020421116255777910227804244535063915052661932643756491712275268604166291465278515410639056698993481015634251722991649301390823557226518757902300678473116082430463772870527902983088582568692512936428324054565262588940784499062339656182351941579610801267528599743966482993739461374117794532437922337042659047252264585823265771825277009320056768117630514481807663553503507458889532809479452008442926
8583459569323708145637752745985857569332156158073180635995031239900277555429885005166001824873540534422475089222653898844498752542627974940900829695703676477073376551666121494846743307214982117252702827257392894591021893975207210767033188194343837758666855929135079093890745788659029306731862369056424277723538879940197918069095001187438805715991416716480351131403573267728818574693404378407918957331862813718586923499903847470008675211133874844090707172713959383633694565750847829873412578099195043819605099996002251008781679106086550874482435174802218777783782811932929643093901404488984056594092882277761128011092	12033004890705135339979795251316760971867183225886202945669327002182050784139241434139317884028413175599990250110762232077186890709876841899479141179973884877863676931137014401899778120614131499354397345910104967562935144206986181008086270287791669714654187432621089223407582705389249483304448877484632978898028399871132075617767153713916447808038628325298016146694354572428227395822817148007935328651772666489131549828372627858296853234765017628573085584062295653234708743782048146629284914557757253300172797428108633859762565488826829878481427529684541133475448349142765679366701937268012599733620057253308352289154
15422192544368248044004383590581951793392722816584428998114722795115044474482962943214286853700196669117105214825817205390847296326149321186356978360042892304010242912432912289052052153388567077990376889367466450829099618724301993747557216723823274918394922839423312502077991707602412562935423594666826329559079563818546499362691105675940428279731581515633599179376762374076151067532840891999955035845188524261282880035476381180070310656174944332292876485476422299309759254796337119030487790357407497504097392476508475249270784923450798842802946566291038276451725183341385252834914470145188394317477358843628675074658	2133648781056586557073192175888102435984947695071166891061184717618221957352757074275994380726052699759124007695106000083303809345221164135139006665318727483207464611018887734264831396963611279782857809629963794661918349449981012394124772124050186902452634718524226913454688019126376871028372788383801453003800912565534024511995230810654579795393835455398406622556647038347342186740784367432926032148447782704087288413385551470919493003897457116658175490611434972056614918502637908652694593592865679222597684764078957940031812044542464687521190957357366820985860503057029823121292191788940826177480462709988309996460
18914639426750657181259073467479703299882470475328026113414431548720682449537207175256238873503125613434927572402378015092070486515012879232507807449498998590895066524066378981877615208660411129940772265939136137288635399697629927193096663008154435182664228400204101313039063419619839871579181042731277344705555098683408965183663862076519839424792920527825813866492048193023122196919869539338507281182746043156807923851411447695491273335797471632475145410823306422131136391087455847468252132892913928070369839734203093402180141772538987266782367431127409318297783012018151293374474253782301469967526403078830360941557	15116906071233761147966750739505455056248525579768494740829382393221257870003469627037190824467187689183492303130014463924851902927488448244762522472528776553147388636470925754373989660891912978191906605936554085193970796992321701616145941279047528904070549179263141492801681248360462120174175258457718647487162801057736784215267928675903111798104378912089911937108239370714922976877087386603409886943231614846352941937937203209037678551660680812288757814012669958756927079042910973031399169878416168991823991244385988678334451123326306535682234068696678111681122406670051388750167170081600555747404598587326234011825
15848836542855061353621725964024524193057940027717817343919146269881310530910802698430491230994899801036657663473547234023026193615366680661521528229734441222176122602476357363123650183915635031394050151539981693994834584953975213022996118155254524022414785797000444828353822135472788134418343552134185483972093519075588578629280550256702169700124091237655087201813905213261346319311486212748858397144986013920879013246814743575169550101641266066857787544323092244360849537282309852689016122405878328684225730694745720887982975432013326106099464899616198588129199736671000601746126878050548404247697345293243620555258	439514731487619288585281808996181376623554677992778544202975018686793657858863412221776461410108660076329933133216096304879179513681861135669489113164406707662050209735689803629431449751966680404223084728397259216058292619814036042389941867918870218442670212498730851232426823082025361355822541565775967205842040873544090727351039828151376353418723825773264867759341476049429504723713452362821800657901696925593498722351735637922154673427442373803434419084714689572199835618778452335283310591636291905088793366681844785931813978736447135145937162817413672353174026005256673997463532498127566964770613275184307953268
2801014203234770537146259388017474526885632574878062773059482814651380424710182417552677494558665903744361425430888169105986784853744964971590800141418431442904796993546915710574089635376742555115455416265501968963413693034615330933407035842834379947082528280633931291858954157151031614631572701312185218035335201163262540058225538936284146524754601699598464572546539863939882948872289446854924953378062829424243928852323852193881510513524907616901205240933812197953985420854378284503089159238354976577947101761229409620996299807664358743532087420202025419640788145940619166725088649710345843581788368148342457936950	14213120604438288757096210479334315419743939016690072725033297837585879511461879335102847834803423803228331817320534276283727889688071625843775490934241993274426394628824926794156476759591776797920141807115309902418840284474560383809347275926833352699640154114953431910091756642728344852709813985650337089903099857670657314385122770473363812383770448970750564152098041589076933495436549021243928908711008416805768264425939854918241578840311884157170531990467407232075865943022834941846345884852617252377605507313750091567473619794886673690738126306355275553535475944272501240949799371876507340948878057381975566620551
21988008327921852350146433150250580099779241930072541581399762494125233180158424124212695759760429410360671333069130470720286146128921101899057518215358306348182323599459581984491407847768299508345226283253429643060535626392048424119946567362776708055034865450980281862414397353470805012739828429853210036767353343063024630291522860218825204797196608157437690623861988457495888929110663958729285898844276978856434992195228098101157278404642349406494762007514994538655039878370882695960070830672614114261257670308715976111973331169193073549366604507461600420910253944608321475287419388797900899890260694511243591382682	10704376455303831138562767782638229856843070146134049521700984287492198147025963187599640199147159808726154668205599570158946312567133862447878740119944413100365586337562950724416657737520225974699493881335619717356015908681633825985024816522264445864458544809343762002932415954953861792659494093638294970143960812244688102668265244923610874503660486625522039324376214519406229162171851138610679714098083928614563643965464167343280830108860288868831757311619652304240888530875261858645867248146543102040642744312216223411035861787598058556050206243310162236203411461264934526731609868213349328580660258794887234409989
